25/03/2014,59
26/03/2014,60
27/03/2014,77
31/03/2014,76
01/04/2014,82
02/04/2014,88
07/04/2014,102
10/04/2014,115
17/04/2014,135
21/04/2014,142
23/04/2014,147
30/04/2014,157
05/05/2014,166
14/05/2014,168
23/05/2014,183
27/05/2014,187
28/05/2014,200
02/06/2014,208
05/06/2014,231
10/06/2014,253
11/06/2014,270
18/06/2014,337
24/06/2014,338
02/07/2014,467
07/07/2014,481
08/07/2014,518
14/07/2014,539
16/07/2014,601
21/07/2014,632
24/07/2014,660
28/07/2014,672
31/07/2014,728
03/08/2014,825
04/08/2014,886
08/08/2014,959
12/08/2014,1011
13/08/2014,1066
15/08/2014,1076
19/08/2014,1225
21/08/2014,1346
22/08/2014,1422
28/08/2014,1546
06/09/2014,2097
08/09/2014,2288
12/09/2014,2218
16/09/2014,2453
18/09/2014,2622
22/09/2014,2803
24/09/2014,2909
26/09/2014,3083
01/10/2014,3330
03/10/2014,3431
08/10/2014,3857
10/10/2014,4024
15/10/2014,4484
17/10/2014,4546
22/10/2014,4968
25/10/2014,4912
29/10/2014,4910
31/10/2014,4941
05/11/2014,4808
07/11/2014,4950
12/11/2014,5147
14/11/2014,5165
19/11/2014,5406
21/11/2014,5444
26/11/2014,5674
28/11/2014,5987
03/12/2014,6055
10/12/2014,6373
17/12/2014,6900
24/12/2014,7573
31/12/2014,7889
07/01/2015,8220
14/01/2015,8414
21/01/2015,8626
28/01/2015,8795
04/02/2015,8966
11/02/2015,9162
18/02/2015,9365
25/02/2015,9589
04/03/2015,9792
11/03/2015,9961
18/03/2015,10179
25/03/2015,10311
26/03/2015,10338
27/03/2015,10350
30/03/2015,10398
31/03/2015,10445
01/04/2015,10445
02/04/2015,10462
07/04/2015,10573
08/04/2015,10572
09/04/2015,10584
10/04/2015,10587
13/04/2015,10604
14/04/2015,10611
15/04/2015,10689
16/04/2015,10699
17/04/2015,10702
18/04/2015,10715
19/04/2015,10808
19/04/2015,10721
21/04/2015,10820
22/04/2015,10824
24/04/2015,10842
26/04/2015,10884
28/04/2015,10890
29/04/2015,10892
02/05/2015,10895
03/05/2015,11005
03/05/2015,10980
05/05/2015,11007
06/05/2015,11007
09/05/2015,11064
10/05/2015,11064
